"","score","text","created"
"4412",0,"I just checked in at Safeway with #mPLUSPlaces Download today!  https://t.co/Wp1UWiwDmt","2016-04-18:16"
"4413",-1,"Chinese chicken salad from Safeway was easily my worst decision of the day.","2016-04-18:16"
"4414",-1,".@Safeway &amp; @Albertsons &amp; Store MGR Gene Benine, continue to #discriminate against #PWD by placing or permitting... https://t.co/sB31y7dI9J","2016-04-18:16"
"4415",0,"I remember our bookmobile would be in the parking lot of our Safeway and I knew practically every book it had in it. https://t.co/tcrKRLvQ0o","2016-04-18:16"
"4416",0,"#Safeway #sobeys Deal of today! With coupon only.. #yummmmm @nancygarang https://t.co/qniQsJhftT","2016-04-18:16"
"4417",-1,"im procrastonating class because honestly i just want to walk to starbucks and safeway and buy a bunch of shit","2016-04-18:16"
"4418",0,"In Store Banker 1 Nmls W Thunderbird Glendale Safeway Jobs #jobs #jobsearch https://t.co/IBr2vR6bJz","2016-04-18:15"
"4419",1,"When mom knows you are an avid Safeway Monopoly player. @kcthmpsn https://t.co/AjiGLQZDgD","2016-04-18:15"
"4420",1,"Safeway is open until eleven and i know EXACTLY what i need maybe. ONE episode of ouat is fine","2016-04-18:15"
"4421",0,"FREE Wet n Wild Nail Polish at @Safeway after deals!
https://t.co/pMwve5gHZA
#Coupons #Freebie #Beauty #Prom #Spring https://t.co/a2mhz1gYtk","2016-04-18:15"
"4422",0,"@IrinaColberg https://t.co/dKrhnfeVQr","2016-04-18:15"
"4423",1,"@starbucksgold Do I have to go to a corp. Store to get the double (4) stars when I use my gold card or can I get them at Safeway Starbucks?","2016-04-18:15"
"4424",-2,"The woman in line in front of me at Safeway is buying an excessive amount of cucumbers.  This is slightly worrisome.","2016-04-18:15"
"4425",0,"i want safeway egg rolls","2016-04-18:15"
"4426",0,"Safeway Twitter deal","2016-04-18:15"
"4427",0,"@CecilyLoMein answer: Safeway in west Seattle","2016-04-18:15"
"4428",0,"Someone's been playing Safeway monopoly at the bus stop. @ Safeway https://t.co/5nABwgAXOn","2016-04-18:15"
"4429",-2,"Currently in a random safeway parking lot feeding snd hanging out with titus since he was screaming bloody murder in his car seat","2016-04-18:15"
"4430",1,"My roommate: ""Safeway is like the safest place in the city."" <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","2016-04-18:15"
"4431",0,"So today at @Safeway the man totally was judging me because I asked for just one chicken strip lmao <ed><U+00A0><U+00BD><ed><U+00B9><U+0083>","2016-04-18:15"
"4432",0,"Safeway 630","2016-04-18:15"
"4433",1,"Congratulations to Andrew Meneses, who won a $150 shopping spree at Safeway https://t.co/RShl1bdg7N","2016-04-18:15"
"4434",0,"Location:Alberta Key Account Manager, Safeway / Sobeys West https://t.co/0Ud95imlP2","2016-04-18:15"
"4435",1,"I have to go out to the library and Safeway, do I need my snow boots or will regular shoes be fine?","2016-04-18:15"
"4436",0,"Finna go to Safeway and buy me some pop sickles","2016-04-18:15"
"4437",0,"RT @JGutty422: @tonyschappell go to Safeway and steal a bunch of deli food. It'd be just like in high school","2016-04-18:15"
"4438",0,"Safeway: I recently went to the Pleasant Hill Safeway bakery 4/16/16. I had called earlier because the name was mi - https://t.co/S8UqtfUK1y","2016-04-18:15"
"4439",0,"@KylerTheCurved I saw you at Safeway last week buying drugs I presume","2016-04-18:15"
"4440",-1,"I think I'm gonna be in trouble for this #friedchicken #stevewilkos #cheapcheapchicken #safeway https://t.co/wJ6pxsakDR","2016-04-18:15"
"4441",0,"Is the #Seafood You Eat Caught by Slaves? #WalMart #Safeway, others buy slave-labor products https://t.co/v0Pdc1kYt1 #corpcrime #TPP","2016-04-18:14"
"4442",0,"safeway food is slept on b","2016-04-18:14"
"4443",0,"@tonyschappell go to Safeway and steal a bunch of deli food. It'd be just like in high school","2016-04-18:14"
"4444",0,"I cant believe this bxtch Winnie still work in safeway at customer service after all these years .. Old ass gon die in here <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","2016-04-18:14"
"4445",2,"Yay for @Vons! Sent me 'save on your plant-based favorites' email! #vegan #animals #compassion #Vons #Safeway #kindness #groceries","2016-04-18:14"
"4446",1,"@Hot_Wheels we still need an endcap display at Safeway in Zip: 95453 pretty please. #MakeA6yoStopCrying","2016-04-18:14"
"4447",0,"I checked in at Safeway on #Yelp https://t.co/ptqkszDAtc","2016-04-18:14"
"4448",0,"cashier from Safeway asked me what I did this weekend, said housewarming party, and then he said

""oh..shots after shots after shots huh?""","2016-04-18:14"
"4449",0,"@dj_seagull I don't think Safeway is in Europe","2016-04-18:14"
"4450",0,"tweeted to safeway in italian, lets see if they respond","2016-04-18:14"
"4451",0,"Canada Safeway. 8870 152nd Street, Surrey, BC #Safeway https://t.co/xTwODuzNSM","2016-04-18:14"
"4452",0,"@Safeway @Pokemondude185 HAHAH","2016-04-18:14"
"4453",1,".@safeway il tuo negozio non è bravo, ho trovato questo uccello in negozio, sono disgustaso https://t.co/kU3seNjhEX","2016-04-18:14"
"4454",-1,"RT @ohhowcool: ""I got 99 problems but my sauce ain't one"" - lady at Safeway making my food","2016-04-18:14"
"4455",-2,"@Safeway sorry, it's been thrown away. Eugene, OR. 18th st location. The item was not expired.","2016-04-18:14"
"4456",-1,"""I got 99 problems but my sauce ain't one"" - lady at Safeway making my food","2016-04-18:14"
"4457",0,"Lyrical Flowers at my Local Safeway Let Me Play Florist at Home https://t.co/wJZic6Sbcn @safeway","2016-04-18:14"
"4458",0,"1994 Press Photo Safeway Stores - orb42575 https://t.co/HPkjfSnVcV https://t.co/WXFMEvdwQA","2016-04-18:14"
"4459",1,"@Pokemondude185 we'd like to address this ASAP. Which store were you visiting?","2016-04-18:14"
"4460",-1,"RT @Pokemondude185: .@Safeway i went into the produce section and there was a bird in there and your employees didnt give a fuck https://t.…","2016-04-18:14"
"4461",0,"Me after coming up on high quality bread for the low at Safeway https://t.co/4vg5oAGsEZ","2016-04-18:14"
"4462",2,"@MafimiMusic thank you! We'll let our Buyers know that you have requested this item. Have a great day!","2016-04-18:14"
"4463",-1,".@Safeway i went into the produce section and there was a bird in there and your employees didnt give a fuck https://t.co/CJUAcRjHn4","2016-04-18:14"
"4464",-1,"@crochethooker please return for a refund/exchange. Where did you make the purchase, so we can address the quality issue?","2016-04-18:14"
"4465",0,"RT @ThatNinjaDylan: Devin saw my dream girl at Safeway and Im pissed I didn't","2016-04-18:14"
"4466",0,"*girls in class talking* 
""Yeah the one next to Safeway where someone got stabbed"" ""OHHH yeah I know now""","2016-04-18:14"
"4467",0,"McDonald's Monopoly &gt;&gt;&gt;&gt; Safeway Monopoly","2016-04-18:14"
"4468",0,"@littlegammarayx <ed><U+00A0><U+00BC><ed><U+00BD><U+0080> <ed><U+00A0><U+00BC><ed><U+00BD><U+0080> <ed><U+00A0><U+00BC><ed><U+00BD><U+0080>","2016-04-18:14"
"4469",1,"@TheStossa we will be glad to submit a request to the Buyers for your store. Where do you shop the most?","2016-04-18:14"
"4470",0,"@_Ki2TheCity pulling up to Safeway?","2016-04-18:14"
"4471",1,"@concernecus happy birthday! <ed><U+00A0><U+00BC><ed><U+00BE><U+0088><ed><U+00A0><U+00BC><ed><U+00BE><U+0088><ed><U+00A0><U+00BC><ed><U+00BE><U+0088>","2016-04-18:14"
"4472",1,"@teshiron we'd like to address this with the Store Director. Which store location were you visiting?","2016-04-18:14"
"4473",0,"@HollyHollywood8 you're reading my mind. I have a Safeway in my area, and plan on it<ed><U+00A0><U+00BD><ed><U+00B8><U+0084>","2016-04-18:14"
"4474",-2,"@longster we're sorry for your inconvenience! We will address this with the Store Director for this location for resolution.","2016-04-18:14"
"4475",0,"@snillocnhoj Not so rare in Banff! Here they shop at Safeway, manicure lawns, and make lattes for international tourists.","2016-04-18:14"
"4476",0,"#save on cereal at @safeway with #coupons and #sale on @generalmills https://t.co/YYwtmoXblv https://t.co/ct9kO4ERxd","2016-04-18:14"
"4477",0,"@gauchitos69 please email us at safewaysocialmedia@safeway.com w/ your Club Card/phone #, UPC, &amp; any #’s stamped on package. Ref this tweet!","2016-04-18:14"
"4478",0,"I'm at @Safeway in Phoenix, AZ https://t.co/9vjQSxLjKo","2016-04-18:14"
"4479",-3,"@BartShulman we're sorry for any dissatisfaction this has caused. Which store do you frequent, so we can share this concern for resolution?","2016-04-18:13"
"4480",0,"#safeway Monday deal of the day is here! @safewaycanada #canada #yeg #yyc #yvr #yegfood… https://t.co/b5Q9c30Tsz","2016-04-18:13"
"4481",0,"@HollyHollywood8 Guess where I went at my lunch break?  Safeway...and got that excellent deal. Blueberry cheesecake ice cream too <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B8><U+008A>","2016-04-18:13"
"4482",0,"Love Safeway's Monday deals - pizza, milk and ice cream for $5 @IceCreamMan108","2016-04-18:13"
"4483",0,"I WAS EXCITED TO START TRAINING AT MY NEW JOB TODAY BUT I THEN REALIZED I WON'T BE NEXT TO SAFEWAY ANYMORE <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B2><U+0094>","2016-04-18:13"
"4484",0,"<U+6700><U+65B0><U+7CBE><U+7F8E><U+897F><U+4EBA><U+8D85><U+5E02>SAFEWAY<U+6253><U+6298><U+4FE1><U+606F> https://t.co/8A82NHrpKd | https://t.co/lgFzyDmhBD https://t.co/3YSIlEg3EE","2016-04-18:13"
"4485",0,"@DailyAstorian @kylejspurr ""'It was the Safeway Club card that did her in,' Deputy District Attorney David Goldthorpe said."" Wow.","2016-04-18:13"
"4486",0,"RT @Safeway: Elementary school students are less hungry because of a college student’s charity. https://t.co/LlyGwH4G7S
#HungerIs https://t…","2016-04-18:13"
"4487",0,"@Safeway thanks!! The Denkinger location in Concord, CA","2016-04-18:13"
"4488",0,"Catch todays ep of #TheMWShow https://t.co/qTPpqtjSM7 #smallbusiness #CreateBuzz https://t.co/cXaONEqYBX","2016-04-18:13"
"4489",0,"Port Orchard Safeway is hiring 75 employees.... https://t.co/h8rIxjrd09","2016-04-18:13"
"4490",0,"RT @DanielGenaiile: @eaverionnn im back in winnipeg i tried going to the safeway near re but they wanted me to go online but my brother got…","2016-04-18:13"
"4491",0,"@eaverionnn im back in winnipeg i tried going to the safeway near re but they wanted me to go online but my brother got me a full time job","2016-04-18:13"
"4492",-1,"I dislike Safeway","2016-04-18:13"
"4493",0,"Glade Spray as low as $0.19 @Safeway after deals, save 89%!
https://t.co/bQ6Q7Yylc2
#SpringCleaning #Spring #Coupons https://t.co/S8mbdknwu6","2016-04-18:13"
"4494",2,"@psho1234 we will report this to our Quality Assurance Team, and welcome you to return for a refund.","2016-04-18:13"
"4495",0,"@DanielGenaiile what happened to safeway or sobeys???","2016-04-18:13"
"4496",-1,"Fish caught by slaves in Indonesia is sold at Wal-Mart, Kroger, Albertsons, Safeway https://t.co/2Qh0kQgIG9","2016-04-18:13"
"4497",0,"Calling Safeway after school<ed><U+00A0><U+00BD><ed><U+00B8><U+0082> I ain't playing bout this job","2016-04-18:13"
"4498",1,"@EMTophelia that's not okay, and we will address it right away with the Store Director. Thanks for letting us know.","2016-04-18:13"
"4499",2,"@MafimiMusic we'll be happy to submit a request. Where do you shop the most, so we can start there?","2016-04-18:13"
"4500",-1,"My bro went to Safeway last night just to bother Darian while he was working lmao","2016-04-18:13"
"4501",0,"Safeway Dinner Deal (Today Only!) Pizza, milk and ice cream for $4.99! https://t.co/0ih8J4fUha","2016-04-18:13"
"4502",0,"South King County Professional Firefighters are currently responding to a Unknown substance spilled. SAFEWAY / 1207 S 320TH ST Federal Way.","2016-04-18:13"
"4503",0,"Update: Cute Safeway guy and I have been snap chatting and texting<ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>","2016-04-18:13"
"4504",0,"#SouthDakotaJobs #SDJobs #jobs Meat Wrapper (11029) - Safeway - Rapid City, SD see<U+2794> https://t.co/oeaufW19PI","2016-04-18:13"
"4505",0,"If anybody is as washed as I am &amp; you're playing the Safeway Monopoly game, hmu. I got over 200 packs of game pieces lol.","2016-04-18:13"
"4506",0,"Moon Valley Shopping Center/Safeway Completes a $4M+ Renovation - https://t.co/vmS2zJs30y https://t.co/9Hkd0wBc9d","2016-04-18:13"
"4507",0,"Land O Frost Lunchmeat $1.49 at @Safeway after deals, save 50%!
https://t.co/VK54DIifXj
#SafewayDeals #Meat #Coupons https://t.co/fLQg2hSyno","2016-04-18:12"
"4508",0,"Is a tattoo real, like a curb or a battleship?  Or are we suffering in Safeway?","2016-04-18:12"
"4509",0,".@Publix? @Wegmans? @Kroger? @Safeway? @Costco? Trader Joe's? @Walmart? Where do you shop? via @FortuneMagazine https://t.co/wQZr2L2rS3","2016-04-18:12"
"4510",0,"RT @couponwinnipeg: Safeway and Sobeys Monday Twitter Deal https://t.co/eeHI2ZZctm https://t.co/GOFxAcsltn","2016-04-18:12"
"4511",0,"*at Safeway during club*
*sees Stern*

Stern: Woodley, you skippin class?
Me: Nope.

Lmao","2016-04-18:12"
"4512",1,"@WHLPats what section is the safeway fun zone in","2016-04-18:12"
"4513",0,"Chef Boyardee $0.75 at @Safeway, save 40%!
https://t.co/dTcve6UsdT
#SafewayDeals #Children #CollegeLife #Adulting https://t.co/ljRl3gHLE3","2016-04-18:12"
"4514",-1,"bar1080: Theranos: ""Go dark when it’s revealed that Safeway https://t.co/XLo0Hj2mN6","2016-04-18:12"
"4515",-1,"bar1080: Theranos: ""Go dark when it’s revealed that Safeway https://t.co/auof7HFtlG","2016-04-18:12"
"4516",0,"RT @OceanMiguel: Visited plant in #Indonesia where the @FairTradeUSA tuna was processed, thought I'd buy some at my local @Safeway https://…","2016-04-18:12"
"4517",0,"Work flow (at @Safeway in Aurora, CO) https://t.co/yjxmsfnaAM","2016-04-18:12"
"4518",0,"Canadian Food Inspection Agency: Prosecute Safeway's chicken meat humane-washing - Sign the Petition! https://t.co/zHMbbVfjrl via @CdnChange","2016-04-18:12"
"4519",0,"Spinach Artichoke Breakfast Casserole #lowcarb #glutenfree and @safeway's Every Cart Counts for Earth Month! #ad https://t.co/g3dbD2AYHV","2016-04-18:12"
"4520",0,"Skillet Pesto Flatbread with Goat Cheese, Articho... #MySignatureMoments #sponsored @safeway https://t.co/K4AquMJzTe https://t.co/HjvuHzqiOf","2016-04-18:12"
"4521",0,"New coffee place <ed><U+00A0><U+00BD><ed><U+00B8><U+00A8><U+2615><U+FE0F> (@ Safeway) on #Yelp https://t.co/xA5tPGkhwA","2016-04-18:12"
"4522",1,"Move-in-ready spaces available in Safeway anchored center in Goodyear. Check out the video: https://t.co/XeXxJ6xFPR @wvretail","2016-04-18:12"
"4523",1,"Scented oil warmer $.04 at @Safeway after deals, save 98%!
https://t.co/9vPClSyf2l
#Coupons #SpringCleaning #Spring https://t.co/JoV9CHtnah","2016-04-18:11"
"4524",0,"I think my lifespan has shortened 10 years over the past weekend. / and the Safeway near my new place has NO self check-out. <U+2190> <U+3057><U+3087><U+307C><U+3044>..","2016-04-18:11"
"4525",1,"3 positions available at Safeway https://t.co/7EqFLI6LbY https://t.co/TfjW84etlF","2016-04-18:11"
"4526",0,"Walking to Safeway kinda wish someone would run me over #senior year","2016-04-18:11"
"4527",0,"I'm at @Safeway in Fort Mohave, AZ https://t.co/YIGM7bIKJp https://t.co/5Ehq5Ai9BS","2016-04-18:11"
"4528",0,"I'm at @Safeway in Fort Mohave, AZ https://t.co/YIGM7bIKJp","2016-04-18:11"
"4529",0,"I'm at Safeway Fuel Center in AZ https://t.co/GY1i3etADJ https://t.co/oOV13SMZC1","2016-04-18:11"
"4530",0,"I'm at Safeway Fuel Center in AZ https://t.co/GY1i3etADJ","2016-04-18:11"
"4531",1,"Coffee run to Starbucks in a Safeway. The Safeway is playing DJ Sammy's heaven. #NowIFeelReallyOld","2016-04-18:11"
"4532",3,"So I stop at Safeway on the way to work so I can have my lunch ready and available when I get hungry.  One... https://t.co/OzUsqgsSXC","2016-04-18:11"
"4533",1,"Listening to @ashleesimpson is my fave part of going to @Safeway <ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>","2016-04-18:11"
"4534",0,"Safeway (and Now Sobey’s!) Monday Deal for April 18 https://t.co/dImiHxC4wk https://t.co/5yFzIYcu8a","2016-04-18:11"
"4535",0,"@ERICK928HTTR converting another chain of stores into Albertsons/Safeway training them in how to use our systems","2016-04-18:11"
"4536",0,"Per the lady next to me on the phone with a heavy jersey accent...

Frye's &gt; Safeway","2016-04-18:11"
"4537",0,"@_damncasey alright, Safeway ??","2016-04-18:11"
"4538",0,"Today i am sitting in the Safeway break room eating breakfast, tomorrow at this time I will be in New York, catching a flight to Italy #cool","2016-04-18:11"
"4539",-2,"My ugly ass neighbor just woke me up asking for some fucking milk when safeway is one mile away","2016-04-18:11"
"4540",1,"Deuces Safeway <U+270C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE><U+FE0F> its been a nice 10 months","2016-04-18:10"
"4541",1,"<ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00B5> I just seen the most attractive guy with long hair at Safeway","2016-04-18:10"
"4542",0,"I used to be against Wal-Mart in the city but that Safeway on Piney Branch lowkey ass","2016-04-18:10"
"4543",1,"@kattvargas_ true well hit up the Safeway or giant and get that Claritin","2016-04-18:10"
"4544",1,"Our 5th Shred Day is this Saturday from 10a-12p at the smokestack by Canton Safeway. Event is free. Learn more!: https://t.co/3PY6BfeDt8","2016-04-18:10"
"4545",0,"Safeway Dinner Deal (Today Only) via Simply Frugal - * Safeway Dinner Deal Good news! ... https://t.co/f5o0DoWXm6","2016-04-18:10"
"4546",0,"Safeway Canada Deal of the Day: Purchase One Compliments Frozen Pizza, One… https://t.co/NF5TlibrMW ^.^ only 1 day","2016-04-18:10"
"4547",0,"Safeway Dinner Deal (Today Only) via Simply Frugal - * Safeway Dinner Deal Good news! ... https://t.co/EmAJYEnUbP","2016-04-18:10"
"4548",0,"RT @ThalamicRex: Safeway &amp; Food Lion https://t.co/zKeZ3ayPZW","2016-04-18:10"
"4549",0,"Safeway &amp; Food Lion https://t.co/zKeZ3ayPZW","2016-04-18:10"
"4550",0,"i had a dream that halsey kissed my forehead during a secret concert at the safeway in town &amp; i cannot, will not, get over it <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>","2016-04-18:10"
"4551",0,"Safeway Canada Deal of the Day: Purchase One Compliments Frozen Pizza, One Lucerne Ice Cream, &amp; One Lucerne Milk fo… https://t.co/ErMb2v5YBQ","2016-04-18:10"
"4552",0,"Safeway Canada Deal of the Day: Purchase One Compliments Frozen Pizza, One Lucerne Ice Cream, &amp; One Lucerne Milk fo… https://t.co/U7tByhytzV","2016-04-18:10"
"4553",0,"@_Tonyy_Boyy_ I literally wanted to cry and went to Safeway to buy comfort food","2016-04-18:10"
"4554",0,"Safeway Canada Deal of the Day: Purchase One Compliments Frozen Pizza, One Lucerne Ice Cream, &amp; One Lucerne Milk fo… https://t.co/QPF0JUjnnx","2016-04-18:10"
"4555",-1,"@IdeasWhittler @ggreenwald Not if they spend most of it in Safeway, Starbucks and Wallmart and many others lose their jobs","2016-04-18:10"
"4556",0,"I just checked in at Safeway with #mPLUSPlaces Download today!  https://t.co/iyrWd1rnUB","2016-04-18:10"
"4557",0,"Safeway Canada Deal of the Day: Purchase One Compliments Frozen Pizza, One Lucerne Ice Cream, &amp; One Lucerne Milk fo… https://t.co/GyuRwpYepD","2016-04-18:10"
"4558",0,"Safeway Canada Deal of the Day: Purchase One Compliments Frozen Pizza, One Lucerne Ice Cream, &amp; One Lucerne Milk fo… https://t.co/RrfqmJtTkV","2016-04-18:10"
"4559",0,"Safeway Canada Deal of the Day: Purchase One Compliments Frozen Pizza, One Lucerne Ice Cream, &amp; One Lucerne Milk fo… https://t.co/UIYktqVuon","2016-04-18:09"
"4560",0,"I'm at @Safeway in Bethesda, MD https://t.co/VK4f7cjLhl","2016-04-18:09"
"4561",3,"sometimes im like ""yeah lemme get these free boxes from behind the safeway."" Other times im like ""im going to spend the $20 at home depot""","2016-04-18:09"
"4562",0,"The Eggs are back in town! (at @Safeway in Los Gatos, CA) https://t.co/07vsQByVXw https://t.co/ISwcB7NxjK","2016-04-18:09"
"4563",0,"Safeway and Sobeys Monday Twitter Deal: It’s Monday, time for a twitter deal from Safeway… https://t.co/UAmOn6YNMc","2016-04-18:09"
"4564",0,"Safeway and Sobeys Monday Twitter Deal https://t.co/eeHI2ZZctm https://t.co/GOFxAcsltn","2016-04-18:09"
"4565",-2,"Need another grocery store in Ridglea. So tired of bad service at Tom Thumb/Safeway/Albertsons or whatever it's called this week.","2016-04-18:09"
"4566",-1,"I hate Safeway but it's the closest grocery store to me smh","2016-04-18:09"
"4567",0,"NEW JOB: Newport WA - Staff Pharmacist - Safeway a division of Albertsons Safeway Inc. is ... https://t.co/7QvGi25wPT #Safeway #job #jobs","2016-04-18:09"
"4568",0,"tete , go get me a breakfast burrito from safeway . <U+263A><U+FE0F> @yaamaiinReasonn","2016-04-18:09"
"4569",0,"Quer saber mais? Leia aqui: https://t.co/4DpTQ24reb

#cybersecurity #security #assessment #safeway https://t.co/4XKxI5wFu2","2016-04-18:08"
"4570",-2,"@lorrainegc3 Hi Lorraine. This is an error on the end of Safeway.  Sorry for the inconvenience.","2016-04-18:08"
"4571",1,"RT @TannersCarSick: The security guard at Safeway looks like Favre from Super Troopers<ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","2016-04-18:08"
"4572",0,"Warehouse Worker (14969) Meat job in Denver https://t.co/IZmTjb8Lj0 #jobstoday #jobs","2016-04-18:08"
"4573",0,"Safeway warehouse - supplies safeway stores City View Drive (just off Dixon Rd.)  https://t.co/D3UzyWErRJ","2016-04-18:08"
"4574",0,"I just checked in at Safeway with #mPLUSPlaces Download today!  https://t.co/xSvMJ2XrFt","2016-04-18:08"
"4575",0,"@jinsonwang all i ever see in the drink fridge at coles and safeway is gatorade and powerade","2016-04-18:07"
"4576",0,"@hazedmalik u can literally get them from Coles or Safeway omg","2016-04-18:07"
"4577",1,"Safeway HIGH SECURITY for HIGH LIES
what a JOKE
I like Co-op!","2016-04-18:07"
"4578",1,"INDEFINITE BAN from Safeway JUST try me - if I want CAKE I get CAKE

but I'm RICH I like FRESH completely

CAN BE TRUSTED

Bobby Joe &amp; I!!!!","2016-04-18:07"
"4579",1,"Ordering a breakfast sandwich at Safeway. I initially asked for focacia. She would have to go fetch some. So I said wheat is fine.","2016-04-18:07"
"4580",0,"Owl City is currently playing at Safeway","2016-04-18:07"
"4581",1,"u know when u don't have class til 6pm on Mondays n u drive your friends to Safeway at 3am bc munchies n life b good https://t.co/DSd5VYMQkP","2016-04-18:07"
"4582",0,"@concernecus @Safeway happy belated birthday!","2016-04-18:07"
"4583",0,"#NowHiring Event Specialist Part Time Sales at Safeway in #Fremont #CA #FremontJobs #ApplyNow  https://t.co/cmvQahUynO","2016-04-18:07"
"4584",0,"I'm at Tamimi Safeway | <U+0627><U+0644><U+062A><U+0645><U+064A><U+0645><U+064A> <U+0633><U+064A><U+0641><U+0648><U+064A> - @altamimimarket in Riyadh, Mintaqat ar Riya<U+1E11> https://t.co/ITf9w2BO7m","2016-04-18:06"
"4585",0,"#NowHiring Event Specialist Part Time Sales at Safeway in #Sonoma #CA #SonomaJobs #ApplyNow  https://t.co/0QAad3Aoeo","2016-04-18:06"
"4586",0,"PERSONAL BANKER (SAFE) 1 Safeway Capitol Hill 40 Hours https://t.co/HJx3xliA0L #Seattle #WA #News","2016-04-18:06"
"4587",0,"Got so late, this is where we end up, Lol  safeway https://t.co/GOfLIMIlZV","2016-04-18:06"
"4588",1,"NEW JOB: Sebastopol CA - Pharmacy Technician - Provides superior customer service. Sets up... https://t.co/EMQJD23PIP #Safeway #job #jobs","2016-04-18:06"
"4589",1,"Choi leads lpga safeway mirror in agreement with 1st discoid: EFIojvoh","2016-04-18:05"
"4590",0,"<U+30E1><U+30EA><U+30B1><U+30F3><U+4EBA><U+306E><U+540C><U+50DA><U+306E><U+767A><U+6848><U+3067><U+3001><U+8FD1><U+6240><U+306E><U+30B9><U+30FC><U+30D1><U+30FC>Safeway<U+306E><U+30D1><U+30C3><U+30AF><U+5BFF><U+53F8><U+3068><U+3001><U+65E5><U+672C><U+4EBA><U+304C><U+3084><U+3063><U+3066><U+308B><U+5BFF><U+53F8><U+5C4B><U+304B><U+3089><U+5C4A><U+3051><U+3066><U+3082><U+3089><U+3063><U+305F><U+63E1><U+308A><U+3067><U+300C><U+304D><U+304D><U+5BFF><U+53F8><U+300D><U+3057><U+3066><U+3001><U+5F53><U+7136><U+306E><U+3088><U+3046><U+306B>10<U+8CAB><U+4E2D>10<U+8CAB><U+6B63><U+89E3><U+3055><U+305B><U+305F><U+3089><U+300C><U+306A><U+305C><U+308F><U+304B><U+308B>…<U+300D><U+3068><U+6115><U+7136><U+3068><U+3055><U+308C><U+305F><U+3002>","2016-04-18:05"
"4591",0,"@zenaidgaf but we had stopped by safeway to get beer and chips and i got a small bag of doritos , so i was like fuck it ill eat with my","2016-04-18:05"
"4592",0,"#TacomaJobs #SEAjobs #WAjobs #jobs Starbucks Clerk (11973) - Safeway - Renton, WA see<U+2794> https://t.co/4n9w6UTC6T","2016-04-18:05"
"4593",1,"RT @PatriciaMoist: Do you ever just walk to Safeway at midnight and buy hot cheetos","2016-04-18:05"
"4594",2,"@ItsDemarioW oh well that's the homie, he used to work at my Safeway by he transferred over there","2016-04-18:05"
"4595",1,"Do you ever just walk to Safeway at midnight and buy hot cheetos","2016-04-18:04"
"4596",0,"@LEUTDan_ nothing i work at safeway lw boring","2016-04-18:04"
"4597",0,"olatiky @safeway https://t.co/x3w6YvYDfP","2016-04-18:04"
"4598",0,"NEW JOB: Puyallup WA - Staff Pharmacist - Pharmacist - Puyallup WA - Albertsons Albertsons... https://t.co/siqsk0HZeW #Safeway #job #jobs","2016-04-18:04"
"4599",0,"45 Unopened Monopoly Game Pieces Jewel Safeway Albertsons Vons Acme Randalls https://t.co/0OQOWjhF4V Last Second Ebay Bid <U+21BA>RT, F","2016-04-18:04"
"4600",-1,"When the salsa seems sketchy, it probably is. #ithurtsme #1am #nosleep @EmeraldFarmsOrg @Safeway","2016-04-18:04"
"4601",0,"@smuzayen <U+0648> <U+0627><U+062E><U+064A><U+0631><U+0627> <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> <U+064A><U+0627><U+0644><U+0644><U+0647> <U+0628><U+0627><U+062C><U+0631> Safeway <U+0646><U+062C><U+064A><U+0644>","2016-04-18:04"
"4602",0,"catch me at night pass blocking in the Safeway discount isle","2016-04-18:04"
"4603",0,"Thought it was Safeway for a minute then. https://t.co/U8swANWRpF","2016-04-18:04"
"4604",0,"@RunThroughKing safeway get some cookies and a pint of ice cream and a spoon","2016-04-18:04"
"4605",0,"This bitch decided to go shopping right now. And Safeway only got one register open. Wtf she got the whole store","2016-04-18:04"
"4606",2,"We better win something <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> @Safeway #monopoly https://t.co/doHpZJILu8","2016-04-18:04"
"4607",-1,"Let's talk about food tho. I want a fucking burrito. Like my mama makes. unf. fucking food. beans. I needa go to safeway. lets make love.","2016-04-18:04"
